dataset_id,model_uid,compression_family,compression_profile,saliency_feature,sensitivity_metric,sample_count,identity_count,spearman_rho,bootstrap_confidence_level,bootstrap_ci_low,bootstrap_ci_high,bootstrap_valid_repeats
lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_top_right,reconstruction_mse,9122,1674,-0.07304140581590396,0.95,-0.12304600096665862,-0.01886142450145228,500
lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_top_right,top1_score_drift,9122,1674,-0.011087668071697828,0.95,-0.032257459773598084,0.009329200093926321,500
lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_top_right,agreement_with_origin,9122,1674,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_top_right,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_bottom_left,angular_error_rad,9122,1674,0.049426845655660814,0.95,0.004447571409099998,0.09174951333086974,500
lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_bottom_left,reconstruction_mse,9122,1674,0.04942440233242963,0.95,-0.007858251404578345,0.09343046676439963,500
lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_bottom_left,top1_score_drift,9122,1674,0.004208696557348094,0.95,-0.01632387142488983,0.02450169412306362,500
lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_bottom_left,agreement_with_origin,9122,1674,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_bottom_left,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_bottom_right,angular_error_rad,9122,1674,0.07970731553321467,0.95,0.030715954872451018,0.14920901760500338,500
lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_bottom_right,reconstruction_mse,9122,1674,0.07970784006579822,0.95,0.029426400110955386,0.14233576718132238,500
lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_bottom_right,top1_score_drift,9122,1674,-0.010794477517743456,0.95,-0.029196459170444562,0.009863042878469612,500
lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_bottom_right,agreement_with_origin,9122,1674,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_bottom_right,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_eye_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_eye_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_eye_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_eye_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_eye_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_eye_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_eye_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_eye_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_eye_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_eye_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,nose_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,nose_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,nose_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,nose_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,nose_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,mouth_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,mouth_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,mouth_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,mouth_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,mouth_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_cheek_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_cheek_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_cheek_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_cheek_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_cheek_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_cheek_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_cheek_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_cheek_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_cheek_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_cheek_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,jaw_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,jaw_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,jaw_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,jaw_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,jaw_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,outside_face_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,outside_face_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,outside_face_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,outside_face_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,outside_face_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_entropy,angular_error_rad,9122,1674,0.04767496920366372,0.95,-0.06940710307185821,0.1501806107200032,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_entropy,reconstruction_mse,9122,1674,0.04767462701261563,0.95,-0.06593245186687366,0.14401543172881615,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_entropy,top1_score_drift,9122,1674,-0.019999062717710778,0.95,-0.040035026359177654,0.002065916855515953,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_entropy,agreement_with_origin,9122,1674,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_entropy,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,maximum_region_concentration,angular_error_rad,9122,1674,-0.04588239837049496,0.95,-0.0996606820395575,-0.0010581669937005226,500
lfw,arcface-7972a704552df378345f,pca,pca_128,maximum_region_concentration,reconstruction_mse,9122,1674,-0.04588115787444795,0.95,-0.10332614098016929,0.005899105320904545,500
lfw,arcface-7972a704552df378345f,pca,pca_128,maximum_region_concentration,top1_score_drift,9122,1674,0.007858039426481028,0.95,-0.01438202604016445,0.02640837538708953,500
lfw,arcface-7972a704552df378345f,pca,pca_128,maximum_region_concentration,agreement_with_origin,9122,1674,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,maximum_region_concentration,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_right_asymmetry,angular_error_rad,9122,1674,-0.04825524043765338,0.95,-0.14051243233131458,0.04509624698013233,500
lfw,arcface-7972a704552df378345f,pca,pca_128,left_right_asymmetry,reconstruction_mse,9122,1674,-0.04825451315804595,0.95,-0.13962726817125837,0.05351746795039344,500
lfw,arcface-7972a704552df378345f,pca,pca_128,left_right_asymmetry,top1_score_drift,9122,1674,0.009520852200199895,0.95,-0.011433672504080278,0.025875180561766457,500
lfw,arcface-7972a704552df378345f,pca,pca_128,left_right_asymmetry,agreement_with_origin,9122,1674,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_right_asymmetry,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_x,angular_error_rad,9122,1674,0.027784279499606317,0.95,-0.012601497466864606,0.07486371535418392,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_x,reconstruction_mse,9122,1674,0.027785105153080126,0.95,-0.011421169923834976,0.08019455447788931,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_x,top1_score_drift,9122,1674,-0.008860331622029129,0.95,-0.0324023755604778,0.014850249233916167,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_x,agreement_with_origin,9122,1674,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_x,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_y,angular_error_rad,9122,1674,0.07261771318384144,0.95,0.005254810152425777,0.15028586561244864,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_y,reconstruction_mse,9122,1674,0.07261794109777923,0.95,0.0015233073056765526,0.15160943373568622,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_y,top1_score_drift,9122,1674,-0.006193826083401376,0.95,-0.025825391359211497,0.014274757054953449,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_y,agreement_with_origin,9122,1674,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_y,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_spread,angular_error_rad,9122,1674,0.017513942260480718,0.95,-0.08234924772930158,0.11996383107242137,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_spread,reconstruction_mse,9122,1674,0.0175122284437674,0.95,-0.07960231067010663,0.13252201696823493,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_spread,top1_score_drift,9122,1674,-0.009882927281220708,0.95,-0.027033937344902975,0.008273518553794667,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_spread,agreement_with_origin,9122,1674,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_spread,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_left,angular_error_rad,9122,1674,-0.003653698148972064,0.95,-0.06795031648847145,0.0485723868360005,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_left,reconstruction_mse,9122,1674,-0.003655948700422012,0.95,-0.06836650185671816,0.050570249269050314,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_left,top1_score_drift,9122,1674,0.014854213532854533,0.95,-0.005184321095924017,0.03398138282589978,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_left,agreement_with_origin,9122,1674,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_left,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_right,angular_error_rad,9122,1674,-0.06458920848209956,0.95,-0.10745015528613505,-0.011432548957215129,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_right,reconstruction_mse,9122,1674,-0.06459058405122972,0.95,-0.10716333311440618,-0.011799168272857659,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_right,top1_score_drift,9122,1674,-0.018427245923849055,0.95,-0.03837663957980978,0.004307783182391664,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_right,agreement_with_origin,9122,1674,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_right,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_left,angular_error_rad,9122,1674,0.0452331063772431,0.95,-0.0031689732711096606,0.08689972376049668,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_left,reconstruction_mse,9122,1674,0.04523627725265937,0.95,0.000901458843434115,0.08485735875048832,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_left,top1_score_drift,9122,1674,0.015000129818162804,0.95,-0.007117877401014125,0.03728758396196455,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_left,agreement_with_origin,9122,1674,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_left,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_right,angular_error_rad,9122,1674,0.06499067247416195,0.95,0.02171951390973886,0.10938703959372997,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_right,reconstruction_mse,9122,1674,0.06499207673499528,0.95,0.02353265298577636,0.11842269811892027,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_right,top1_score_drift,9122,1674,-0.004346352386013834,0.95,-0.020827702451169945,0.016225849738313883,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_right,agreement_with_origin,9122,1674,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_right,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,left_eye_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,left_eye_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,left_eye_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,left_eye_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,left_eye_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,right_eye_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,right_eye_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,right_eye_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,right_eye_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,right_eye_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,nose_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,nose_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,nose_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,nose_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,nose_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,mouth_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,mouth_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,mouth_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,mouth_attention,agreement_with_origin,0,0,,0.95,,,0
