case_id,extraction_uid,dataset_id,sample_id,model_uid,compression_family,compression_profile,search_mode,is_mated,threshold_policy,top1_score_drift,agreement_with_origin,threshold_crossing,origin_fallback_used,saliency_target_eligible,heatmap_available,angular_error_rad,retrieval_metrics_available,case_group,case_priority_rank,selection_seed,cases_per_group
gradcam-e043014ad9659a9251f4,population-dbf044df999d4f4475dfda05,lfw,lfw:Mike_Scioscia:Mike_Scioscia_0002,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,False,frozen_origin,-0.0111298710107803,True,False,False,True,True,0.3712070253111495,True,stable,5,42,8
gradcam-82ac87bf3de8cf89cf6d,population-dbf044df999d4f4475dfda05,lfw,lfw:Gray_Davis:Gray_Davis_0022,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,True,frozen_origin,0.0264351963996887,True,False,False,True,True,0.3731124077570568,True,stable,6,42,8
gradcam-714f0bee4b359deccde5,population-dbf044df999d4f4475dfda05,lfw,lfw:Gray_Davis:Gray_Davis_0002,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,True,frozen_origin,0.026275098323822,True,False,False,True,True,0.3804643502242033,True,stable,7,42,8
gradcam-4829c2adff96aa0db32a,population-dbf044df999d4f4475dfda05,lfw,lfw:Gray_Davis:Gray_Davis_0021,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,True,frozen_origin,0.0188753008842468,True,False,False,True,True,0.3805841105820873,True,stable,8,42,8
gradcam-a2fc67864ff104088ef9,population-dbf044df999d4f4475dfda05,lfw,lfw:Sophia_Loren:Sophia_Loren_0007,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,-0.0185100436210632,True,False,False,True,True,0.7140654496081803,True,high_error,1,42,8
gradcam-8ed7eebaac358b769cb3,population-dbf044df999d4f4475dfda05,lfw,lfw:Nadine_Vinzens:Nadine_Vinzens_0001,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0065378695726394,True,False,False,True,True,0.7066837277986564,True,high_error,2,42,8
gradcam-5a48642ecbbfa88c5189,population-dbf044df999d4f4475dfda05,lfw,lfw:Ahmad_Masood:Ahmad_Masood_0002,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0843070745468139,True,False,False,True,True,0.6779155254491943,True,high_error,3,42,8
gradcam-4bd871374508e667d84f,population-dbf044df999d4f4475dfda05,lfw,lfw:Marcelo_Rios:Marcelo_Rios_0002,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0301153808832168,True,False,False,True,True,0.6738705485540049,True,high_error,4,42,8
gradcam-b83c4160c6029d021c34,population-dbf044df999d4f4475dfda05,lfw,lfw:Michael_Chang:Michael_Chang_0004,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,-0.0063971877098083,True,False,False,True,True,0.6712705088863463,True,high_error,5,42,8
gradcam-1dcc7d3fc0bb6e845ef6,population-dbf044df999d4f4475dfda05,lfw,lfw:Tyra_Banks:Tyra_Banks_0001,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0407010167837142,True,False,False,True,True,0.666803943961767,True,high_error,6,42,8
gradcam-2853917b253e18c6ae42,population-dbf044df999d4f4475dfda05,lfw,lfw:Zhang_Ziyi:Zhang_Ziyi_0001,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.076096698641777,True,False,False,True,True,0.6604839287288315,True,high_error,7,42,8
gradcam-e79b721340e8b8c23878,population-dbf044df999d4f4475dfda05,lfw,lfw:Hassan_Nasrallah:Hassan_Nasrallah_0001,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0568668544292449,True,False,False,True,True,0.6597071435204909,True,high_error,8,42,8
gradcam-c7c048a939e896acf6f8,population-dbf044df999d4f4475dfda05,lfw,lfw:Vicki_Zhao_Wei:Vicki_Zhao_Wei_0002,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0427956581115722,False,False,False,True,True,0.7194008420629804,True,rank_flip,1,42,8
gradcam-a31a6aa7a75841b4d322,population-dbf044df999d4f4475dfda05,lfw,lfw:Barbara_Walters:Barbara_Walters_0003,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0886945575475692,False,False,False,True,True,0.6731729005155371,True,rank_flip,2,42,8
gradcam-3c18f85c8a433f3df91a,population-dbf044df999d4f4475dfda05,lfw,lfw:Allyson_Felix:Allyson_Felix_0004,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0145177394151687,False,False,False,True,True,0.665495684415004,True,rank_flip,3,42,8
gradcam-b93ec001ec0063c3450d,population-dbf044df999d4f4475dfda05,lfw,lfw:Reese_Witherspoon:Reese_Witherspoon_0001,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0310801565647125,False,False,False,True,True,0.658776602582289,True,rank_flip,4,42,8
gradcam-a25e3bcb59ebcdfb37e5,population-dbf044df999d4f4475dfda05,lfw,lfw:Marcelo_Rios:Marcelo_Rios_0005,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.024136260151863,False,False,False,True,True,0.6583428857789583,True,rank_flip,5,42,8
gradcam-c81b7eef4e2d959e1611,population-dbf044df999d4f4475dfda05,lfw,lfw:Sachiko_Yamada:Sachiko_Yamada_0004,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0215062201023101,False,False,False,True,True,0.649877618950013,True,rank_flip,6,42,8
gradcam-9014ca81abb96c9aecfa,population-dbf044df999d4f4475dfda05,lfw,lfw:Liu_Mingkang:Liu_Mingkang_0002,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0004060268402099,False,False,False,True,True,0.6472037884199341,True,rank_flip,7,42,8
gradcam-56ddfa5c56f81706bc7e,population-dbf044df999d4f4475dfda05,lfw,lfw:Ozzy_Osbourne:Ozzy_Osbourne_0002,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0729078352451324,False,False,False,True,True,0.6439101060688901,True,rank_flip,8,42,8
gradcam-64545977fac8a9cc299a,population-dbf044df999d4f4475dfda05,lfw,lfw:Gray_Davis:Gray_Davis_0004,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0427317023277282,True,False,False,True,True,0.3452651230351605,True,stable,1,42,8
gradcam-6f3e51830105764be62b,population-dbf044df999d4f4475dfda05,lfw,lfw:Gray_Davis:Gray_Davis_0006,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0412602424621582,True,False,False,True,True,0.3575124804673051,True,stable,2,42,8
gradcam-9a456bac22dcd7080b30,population-dbf044df999d4f4475dfda05,lfw,lfw:Gray_Davis:Gray_Davis_0024,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0170572400093078,True,False,False,True,True,0.3626854189473034,True,stable,3,42,8
gradcam-61a05dd86f7985c6b1bd,population-dbf044df999d4f4475dfda05,lfw,lfw:Gray_Davis:Gray_Davis_0001,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0415422916412353,True,False,False,True,True,0.3690407559783475,True,stable,4,42,8
gradcam-96a8ec70fc2bbbd84cbf,population-dbf044df999d4f4475dfda05,lfw,lfw:Mike_Scioscia:Mike_Scioscia_0002,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0063092708587646,True,False,False,True,True,0.3712070253111495,True,stable,5,42,8
gradcam-947b9189cd98693789a8,population-dbf044df999d4f4475dfda05,lfw,lfw:Gray_Davis:Gray_Davis_0022,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0321536064147949,True,False,False,True,True,0.3731124077570568,True,stable,6,42,8
gradcam-322c5b5ed15ad70cdf49,population-dbf044df999d4f4475dfda05,lfw,lfw:Gray_Davis:Gray_Davis_0002,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0343427062034606,True,False,False,True,True,0.3804643502242033,True,stable,7,42,8
gradcam-ed7a0857004688cdf2ab,population-dbf044df999d4f4475dfda05,lfw,lfw:Gray_Davis:Gray_Davis_0021,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0250711441040039,True,False,False,True,True,0.3805841105820873,True,stable,8,42,8
gradcam-d52d07d4543ee817a3e5,population-dbf044df999d4f4475dfda05,lfw,lfw:Bob_Hope:Bob_Hope_0002,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,True,frozen_origin,-0.036668837070465,True,False,False,True,True,0.0257776798418052,True,high_error,1,42,8
gradcam-14e5ed98a263ba561a09,population-dbf044df999d4f4475dfda05,lfw,lfw:Chanda_Rubin:Chanda_Rubin_0004,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0279380679130554,True,False,False,True,True,0.0241743477640124,True,high_error,2,42,8
gradcam-46c05b7940d7b9ab7331,population-dbf044df999d4f4475dfda05,lfw,lfw:Vicki_Zhao_Wei:Vicki_Zhao_Wei_0001,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0201873928308486,True,False,False,True,True,0.0238076062956158,True,high_error,3,42,8
gradcam-ec6a23771b8944cedf7c,population-dbf044df999d4f4475dfda05,lfw,lfw:George_Robertson:George_Robertson_0018,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,True,frozen_origin,-0.04429692029953,True,False,False,True,True,0.0237719829577623,True,high_error,4,42,8
gradcam-3d9e20fdc365fd754d85,population-dbf044df999d4f4475dfda05,lfw,lfw:Sachiko_Yamada:Sachiko_Yamada_0004,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0104089379310607,True,False,False,True,True,0.0237573239450191,True,high_error,5,42,8
gradcam-641d9eb08e9ea115d99d,population-dbf044df999d4f4475dfda05,lfw,lfw:Vicki_Zhao_Wei:Vicki_Zhao_Wei_0002,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0194141566753387,True,False,False,True,True,0.0235787539963609,True,high_error,6,42,8
gradcam-e2705e7c71194104d806,population-dbf044df999d4f4475dfda05,lfw,lfw:Allyson_Felix:Allyson_Felix_0004,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0297864377498626,True,False,False,True,True,0.0234951724650349,True,high_error,7,42,8
gradcam-fe225f831595fd498cf9,population-dbf044df999d4f4475dfda05,lfw,lfw:Svetlana_Koroleva:Svetlana_Koroleva_0002,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.00916388630867,True,False,False,True,True,0.0231954389964597,True,high_error,8,42,8
gradcam-551f98098c6f8b057ab3,population-dbf044df999d4f4475dfda05,lfw,lfw:Chanda_Rubin:Chanda_Rubin_0002,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0298226624727249,False,False,False,True,True,0.0226166550604544,True,rank_flip,1,42,8
gradcam-343a65a6e4a3e9056b93,population-dbf044df999d4f4475dfda05,lfw,lfw:Chanda_Rubin:Chanda_Rubin_0005,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0328719317913055,False,False,False,True,True,0.0223717283294983,True,rank_flip,2,42,8
gradcam-4116b0b20ec9588c8558,population-dbf044df999d4f4475dfda05,lfw,lfw:Paradorn_Srichaphan:Paradorn_Srichaphan_0006,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0234413892030715,False,False,False,True,True,0.0222233911360204,True,rank_flip,3,42,8
gradcam-f35377b2e906f14a577f,population-dbf044df999d4f4475dfda05,lfw,lfw:Ashanti:Ashanti_0002,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0170201361179351,False,False,False,True,True,0.0219648737199919,True,rank_flip,4,42,8
gradcam-59f698d738f7f8462f4a,population-dbf044df999d4f4475dfda05,lfw,lfw:Chanda_Rubin:Chanda_Rubin_0001,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0194398611783981,False,False,False,True,True,0.0214006176917424,True,rank_flip,5,42,8
gradcam-46dab85365d1ec17d420,population-dbf044df999d4f4475dfda05,lfw,lfw:Cameron_Diaz:Cameron_Diaz_0001,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0255085453391075,False,False,False,True,True,0.0208882441477858,True,rank_flip,6,42,8
gradcam-fd8ce9cd6e6958af558d,population-dbf044df999d4f4475dfda05,lfw,lfw:Zhang_Ziyi:Zhang_Ziyi_0004,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0352276936173439,False,False,False,True,True,0.0207788108911981,True,rank_flip,7,42,8
gradcam-a9c5150395214fa86076,population-dbf044df999d4f4475dfda05,lfw,lfw:Abid_Hamid_Mahmud_Al-Tikriti:Abid_Hamid_Mahmud_Al-Tikriti_0002,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0036301538348197,False,False,False,True,True,0.0207559767449129,True,rank_flip,8,42,8
gradcam-8204d089dbeda275e4ea,population-dbf044df999d4f4475dfda05,lfw,lfw:Doug_Duncan:Doug_Duncan_0001,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0107260644435882,True,False,False,True,True,0.0082694494348249,True,stable,1,42,8
gradcam-abe78ed65a2aa664fcd7,population-dbf044df999d4f4475dfda05,lfw,lfw:Charles_Moose:Charles_Moose_0003,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,True,frozen_origin,-0.0078666806221008,True,False,False,True,True,0.0084071839470473,True,stable,2,42,8
gradcam-732eacb12f5d0c0e0bc4,population-dbf044df999d4f4475dfda05,lfw,lfw:Mikhail_Kasyanov:Mikhail_Kasyanov_0003,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0156913101673126,True,False,False,True,True,0.0092343913585536,True,stable,3,42,8
gradcam-fad0d26a6975e69a484f,population-dbf044df999d4f4475dfda05,lfw,lfw:Alvaro_Uribe:Alvaro_Uribe_0009,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,True,frozen_origin,-0.0056242942810058,True,False,False,True,True,0.0095458783015866,True,stable,4,42,8
gradcam-867d9ef3f5ceee7695cd,population-dbf044df999d4f4475dfda05,lfw,lfw:Tom_Craddick:Tom_Craddick_0001,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0378253906965255,True,False,False,True,True,0.0095731480901915,True,stable,5,42,8
gradcam-e37dfd1036120f29bf83,population-dbf044df999d4f4475dfda05,lfw,lfw:Rob_Schneider:Rob_Schneider_0001,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0286247432231903,True,False,False,True,True,0.0096529538184776,True,stable,6,42,8
gradcam-ee9cecb677061833307a,population-dbf044df999d4f4475dfda05,lfw,lfw:Mikhail_Kasyanov:Mikhail_Kasyanov_0004,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0086032897233963,True,False,False,True,True,0.0098019690606657,True,stable,7,42,8
gradcam-8740866419da2f3b21f8,population-dbf044df999d4f4475dfda05,lfw,lfw:Mahmoud_Abbas:Mahmoud_Abbas_0020,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,True,frozen_origin,-0.0016077160835266,True,False,False,True,True,0.0098904213870091,True,stable,8,42,8
gradcam-53d11a7b9229d6d8a19d,population-dbf044df999d4f4475dfda05,lfw,lfw:Bob_Hope:Bob_Hope_0002,magface-6931178ad2025e1b3799,pca,pca_256,pca_reconstruction_cosine,True,frozen_origin,0.0001090168952941,True,False,False,True,True,0.0257776798418052,True,high_error,1,42,8
gradcam-b33be4983909c85fea7a,population-dbf044df999d4f4475dfda05,lfw,lfw:Chanda_Rubin:Chanda_Rubin_0004,magface-6931178ad2025e1b3799,pca,pca_256,pca_reconstruction_cosine,False,frozen_origin,5.62816858291626e-05,True,False,False,True,True,0.0241743477640124,True,high_error,2,42,8
gradcam-e081cc034adbf84df668,population-dbf044df999d4f4475dfda05,lfw,lfw:Vicki_Zhao_Wei:Vicki_Zhao_Wei_0001,magface-6931178ad2025e1b3799,pca,pca_256,pca_reconstruction_cosine,False,frozen_origin,2.2619962692260746e-05,True,False,False,True,True,0.0238076062956158,True,high_error,3,42,8
gradcam-ab0da6d887d15a6f2ca2,population-dbf044df999d4f4475dfda05,lfw,lfw:George_Robertson:George_Robertson_0018,magface-6931178ad2025e1b3799,pca,pca_256,pca_reconstruction_cosine,True,frozen_origin,9.836256504058838e-05,True,False,False,True,True,0.0237719829577623,True,high_error,4,42,8
gradcam-e0b65da917b49bd48aea,population-dbf044df999d4f4475dfda05,lfw,lfw:Sachiko_Yamada:Sachiko_Yamada_0004,magface-6931178ad2025e1b3799,pca,pca_256,pca_reconstruction_cosine,False,frozen_origin,6.309151649475098e-05,True,False,False,True,True,0.0237573239450191,True,high_error,5,42,8
gradcam-daa7c79c440b568a2029,population-dbf044df999d4f4475dfda05,lfw,lfw:Vicki_Zhao_Wei:Vicki_Zhao_Wei_0002,magface-6931178ad2025e1b3799,pca,pca_256,pca_reconstruction_cosine,False,frozen_origin,0.0001027286052703,True,False,False,True,True,0.0235787539963609,True,high_error,6,42,8
gradcam-016d595f56e6b727a23d,population-dbf044df999d4f4475dfda05,lfw,lfw:Allyson_Felix:Allyson_Felix_0004,magface-6931178ad2025e1b3799,pca,pca_256,pca_reconstruction_cosine,False,frozen_origin,1.8969178199768063e-05,True,False,False,True,True,0.0234951724650349,True,high_error,7,42,8
gradcam-79970a52b89153fffb03,population-dbf044df999d4f4475dfda05,lfw,lfw:Svetlana_Koroleva:Svetlana_Koroleva_0002,magface-6931178ad2025e1b3799,pca,pca_256,pca_reconstruction_cosine,False,frozen_origin,5.7831406593322754e-05,True,False,False,True,True,0.0231954389964597,True,high_error,8,42,8
gradcam-a05f8437ce2919368275,population-dbf044df999d4f4475dfda05,lfw,lfw:Doug_Duncan:Doug_Duncan_0001,magface-6931178ad2025e1b3799,pca,pca_256,pca_reconstruction_cosine,False,frozen_origin,2.956390380859375e-05,True,False,False,True,True,0.0082694494348249,True,stable,1,42,8
gradcam-88b3e1db52215fa2bcf7,population-dbf044df999d4f4475dfda05,lfw,lfw:Charles_Moose:Charles_Moose_0003,magface-6931178ad2025e1b3799,pca,pca_256,pca_reconstruction_cosine,True,frozen_origin,4.294514656066895e-05,True,False,False,True,True,0.0084071839470473,True,stable,2,42,8
gradcam-9fb159e32ce0ebdf42af,population-dbf044df999d4f4475dfda05,lfw,lfw:Mikhail_Kasyanov:Mikhail_Kasyanov_0003,magface-6931178ad2025e1b3799,pca,pca_256,pca_reconstruction_cosine,False,frozen_origin,-1.4483928680419922e-05,True,False,False,True,True,0.0092343913585536,True,stable,3,42,8
gradcam-549fdaf0edcbee6b2514,population-dbf044df999d4f4475dfda05,lfw,lfw:Alvaro_Uribe:Alvaro_Uribe_0009,magface-6931178ad2025e1b3799,pca,pca_256,pca_reconstruction_cosine,True,frozen_origin,3.0338764190673828e-05,True,False,False,True,True,0.0095458783015866,True,stable,4,42,8
gradcam-fd40445a81a48e5bb82b,population-dbf044df999d4f4475dfda05,lfw,lfw:Tom_Craddick:Tom_Craddick_0001,magface-6931178ad2025e1b3799,pca,pca_256,pca_reconstruction_cosine,False,frozen_origin,1.1488795280456545e-05,True,False,False,True,True,0.0095731480901915,True,stable,5,42,8
gradcam-4efe51836643026142e9,population-dbf044df999d4f4475dfda05,lfw,lfw:Rob_Schneider:Rob_Schneider_0001,magface-6931178ad2025e1b3799,pca,pca_256,pca_reconstruction_cosine,False,frozen_origin,4.145503044128418e-05,True,False,False,True,True,0.0096529538184776,True,stable,6,42,8
gradcam-c77ba79836a6f3eb4a3d,population-dbf044df999d4f4475dfda05,lfw,lfw:Mikhail_Kasyanov:Mikhail_Kasyanov_0004,magface-6931178ad2025e1b3799,pca,pca_256,pca_reconstruction_cosine,False,frozen_origin,-7.748603820800781e-06,True,False,False,True,True,0.0098019690606657,True,stable,7,42,8
gradcam-91964fad6d7f64700a39,population-dbf044df999d4f4475dfda05,lfw,lfw:Mahmoud_Abbas:Mahmoud_Abbas_0020,magface-6931178ad2025e1b3799,pca,pca_256,pca_reconstruction_cosine,True,frozen_origin,2.813339233398437e-05,True,False,False,True,True,0.0098904213870091,True,stable,8,42,8
gradcam-9ab0dc897dc40216b566,population-dbf044df999d4f4475dfda05,lfw,lfw:Amelia_Vega:Amelia_Vega_0006,magface-6931178ad2025e1b3799,pca,pca_32,pca_direct_cosine,True,frozen_origin,0.0388644933700561,True,False,False,True,True,1.2166468089063067,True,high_error,1,42,8
