partition_seed,target_fpir,reference_method,candidate_method,metric,reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,resampling_unit,resamples,bootstrap_seed,dataset_id,model,model_uid,compression_profile,source_run_id,family,result_dir,reference_realized_fpir,candidate_realized_fpir,candidate_fallback_query_count,candidate_target_met,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
8972,0.1,fiqa_2bin,fiqa_5bin,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.1,fiqa_2bin,continuous_fiqa,fpir,202,197,171,1688,-0.0029620853080568,-0.0118483412322274,0.0059241706161137,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.1,fiqa_2bin,continuous_fiqa,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.1,fiqa_5bin,continuous_fiqa,fpir,190,197,170,1688,0.0041469194312796,-0.0035693127962085,0.0124407582938388,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.1,fiqa_5bin,continuous_fiqa,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.2,global_safe,fiqa_2bin,fpir,349,352,342,1688,0.0017772511848341,-0.0029620853080568,0.0065165876777251,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.2,global_safe,fiqa_2bin,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.2,global_safe,fiqa_5bin,fpir,349,379,336,1688,0.0177725118483412,0.0094786729857819,0.0266587677725118,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.2,global_safe,fiqa_5bin,tpir_at_rank_k,466,467,466,476,0.0021008403361344,0.0,0.0079375633232016,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.2,global_safe,continuous_fiqa,fpir,349,354,331,1688,0.0029620853080568,-0.0047393364928909,0.0106635071090047,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.2,global_safe,continuous_fiqa,tpir_at_rank_k,466,467,466,476,0.0021008403361344,0.0,0.0079375633232016,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.2,fiqa_2bin,fiqa_5bin,fpir,352,379,343,1688,0.0159952606635071,0.0082938388625592,0.0236966824644549,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.2,fiqa_2bin,fiqa_5bin,tpir_at_rank_k,466,467,466,476,0.0021008403361344,0.0,0.0079375633232016,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.2,fiqa_2bin,continuous_fiqa,fpir,352,354,324,1688,0.0011848341232227,-0.0077014218009478,0.0094786729857819,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.2,fiqa_2bin,continuous_fiqa,tpir_at_rank_k,466,467,466,476,0.0021008403361344,0.0,0.0079375633232016,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.2,fiqa_5bin,continuous_fiqa,fpir,379,354,326,1688,-0.0148104265402843,-0.0242890995260663,-0.0047393364928909,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.2,fiqa_5bin,continuous_fiqa,tpir_at_rank_k,467,467,467,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.3,global_safe,fiqa_2bin,fpir,561,563,548,1688,0.0011848341232227,-0.0053317535545023,0.0071090047393364,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.3,global_safe,fiqa_2bin,tpir_at_rank_k,467,467,467,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.3,global_safe,fiqa_5bin,fpir,561,569,521,1688,0.0047393364928909,-0.0059241706161137,0.0159952606635071,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.3,global_safe,fiqa_5bin,tpir_at_rank_k,467,469,467,476,0.0042016806722689,0.0,0.010178117048346,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.3,global_safe,continuous_fiqa,fpir,561,562,542,1688,0.0005924170616113,-0.0065165876777251,0.0077014218009478,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.3,global_safe,continuous_fiqa,tpir_at_rank_k,467,467,467,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.3,fiqa_2bin,fiqa_5bin,fpir,563,569,521,1688,0.0035545023696682,-0.0071090047393364,0.0148104265402843,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.3,fiqa_2bin,fiqa_5bin,tpir_at_rank_k,467,469,467,476,0.0042016806722689,0.0,0.010178117048346,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.3,fiqa_2bin,continuous_fiqa,fpir,563,562,551,1688,-0.0005924170616113,-0.0065165876777251,0.0047393364928909,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.3,fiqa_2bin,continuous_fiqa,tpir_at_rank_k,467,467,467,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.3,fiqa_5bin,continuous_fiqa,fpir,569,562,511,1688,-0.0041469194312796,-0.0159952606635071,0.0077014218009478,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.3,fiqa_5bin,continuous_fiqa,tpir_at_rank_k,469,467,467,476,-0.0042016806722689,-0.010178117048346,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.01,baseline,plus_outside,fpir,38,36,30,1688,-0.0011848341232227,-0.0059241706161137,0.0029620853080568,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,0.0225118483412322,0.0213270142180094,6.0,False,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
8972,0.01,baseline,plus_outside,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,0.0225118483412322,0.0213270142180094,6.0,False,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
8972,0.01,baseline,plus_entropy,fpir,38,53,36,1688,0.0088862559241706,0.0041469194312796,0.0142180094786729,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,0.0225118483412322,0.0313981042654028,6.0,False,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
8972,0.01,baseline,plus_entropy,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,0.0225118483412322,0.0313981042654028,6.0,False,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
8972,0.01,baseline,plus_both,fpir,38,46,29,1688,0.0047393364928909,-0.0011848341232227,0.0106635071090047,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,0.0225118483412322,0.0272511848341232,6.0,False,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
