schema_version,metric_contract,rank_k,model_uid,method,target_fpir,score_space,test_probe_count,test_non_mated_count,test_mated_count,false_accept_count,true_identification_at_rank_k_count,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir_at_rank_k,tpir_at_rank_k_wilson95_low,tpir_at_rank_k_wilson95_high,target_met_on_test,target_met_by_wilson_upper,threshold_fit_on_test,partition_seed,tpir_cluster95_low,tpir_cluster95_high,dataset_id,model,compression_profile,source_run_id,family,result_dir,fallback_query_count,fallback_query_fraction,saliency_branch_enabled,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,fiqa_5bin,0.1,negative_squared_l2_adc,2164,1688,476,190,466,0.1125592417061611,0.0983531614396264,0.1285247512746373,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,continuous_fiqa,0.1,negative_squared_l2_adc,2164,1688,476,197,466,0.1167061611374407,0.1022525604149368,0.1329003593497858,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,global_safe,0.2,negative_squared_l2_adc,2164,1688,476,349,466,0.2067535545023696,0.1881105090171007,0.2267282781290163,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,fiqa_2bin,0.2,negative_squared_l2_adc,2164,1688,476,352,466,0.2085308056872037,0.1898228592447852,0.2285623594943855,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,fiqa_5bin,0.2,negative_squared_l2_adc,2164,1688,476,379,467,0.2245260663507109,0.2052585631120513,0.2450445399646041,0.98109243697479,0.9644605166317526,0.990021409806255,False,False,False,8972,0.9696948769462582,0.991853774444058,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,continuous_fiqa,0.2,negative_squared_l2_adc,2164,1688,476,354,467,0.2097156398104265,0.1909647369034633,0.22978476956441,0.98109243697479,0.9644605166317526,0.990021409806255,False,False,False,8972,0.9696948769462582,0.991853774444058,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,global_safe,0.3,negative_squared_l2_adc,2164,1688,476,561,467,0.332345971563981,0.3102774026628853,0.3551758837257028,0.98109243697479,0.9644605166317526,0.990021409806255,False,False,False,8972,0.9696948769462582,0.991853774444058,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,fiqa_2bin,0.3,negative_squared_l2_adc,2164,1688,476,563,467,0.3335308056872038,0.3114395806323329,0.3563779934849578,0.98109243697479,0.9644605166317526,0.990021409806255,False,False,False,8972,0.9696948769462582,0.991853774444058,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,fiqa_5bin,0.3,negative_squared_l2_adc,2164,1688,476,569,469,0.337085308056872,0.314927067703927,0.3599833695994713,0.9852941176470588,0.9699594042141853,0.992858608917604,False,False,False,8972,0.9739336492890996,0.9940125712789132,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,continuous_fiqa,0.3,negative_squared_l2_adc,2164,1688,476,562,467,0.3329383886255924,0.3108584717286858,0.3557769585242536,0.98109243697479,0.9644605166317526,0.990021409806255,False,False,False,8972,0.9696948769462582,0.991853774444058,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,plus_outside,0.01,negative_squared_l2_adc,2164,1688,476,36,466,0.0213270142180094,0.0154444325611729,0.0293833250429939,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,6.0,0.0027726432532347,True,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,plus_entropy,0.01,negative_squared_l2_adc,2164,1688,476,53,466,0.0313981042654028,0.0240844217035292,0.0408397815946093,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,6.0,0.0027726432532347,True,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,plus_both,0.01,negative_squared_l2_adc,2164,1688,476,46,466,0.0272511848341232,0.0204924862072544,0.0361567100404251,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,6.0,0.0027726432532347,True,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,plus_outside,0.05,negative_squared_l2_adc,2164,1688,476,101,466,0.0598341232227488,0.0494877187260371,0.0721793900609628,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,6.0,0.0027726432532347,True,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,plus_entropy,0.05,negative_squared_l2_adc,2164,1688,476,123,466,0.072867298578199,0.0614139511047404,0.0862603226979876,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,6.0,0.0027726432532347,True,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,plus_both,0.05,negative_squared_l2_adc,2164,1688,476,127,466,0.0752369668246445,0.0635955221261628,0.0888073271339703,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,6.0,0.0027726432532347,True,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,plus_outside,0.1,negative_squared_l2_adc,2164,1688,476,192,466,0.1137440758293838,0.0994666313566873,0.1297755690862789,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,6.0,0.0027726432532347,True,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,plus_entropy,0.1,negative_squared_l2_adc,2164,1688,476,214,466,0.1267772511848341,0.1117475913198043,0.1435017741388901,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,6.0,0.0027726432532347,True,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,plus_both,0.1,negative_squared_l2_adc,2164,1688,476,197,466,0.1167061611374407,0.1022525604149368,0.1329003593497858,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,6.0,0.0027726432532347,True,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,plus_outside,0.2,negative_squared_l2_adc,2164,1688,476,355,467,0.2103080568720379,0.1915357684042163,0.2303958819280084,0.98109243697479,0.9644605166317526,0.990021409806255,False,False,False,8972,0.9696948769462582,0.991853774444058,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,6.0,0.0027726432532347,True,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,plus_entropy,0.2,negative_squared_l2_adc,2164,1688,476,366,467,0.216824644549763,0.1978211346282642,0.2371140982118245,0.98109243697479,0.9644605166317526,0.990021409806255,False,False,False,8972,0.9696948769462582,0.991853774444058,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,6.0,0.0027726432532347,True,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,plus_both,0.2,negative_squared_l2_adc,2164,1688,476,368,467,0.2180094786729857,0.1989647091789365,0.2383348113898548,0.98109243697479,0.9644605166317526,0.990021409806255,False,False,False,8972,0.9696948769462582,0.991853774444058,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,6.0,0.0027726432532347,True,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,plus_outside,0.3,negative_squared_l2_adc,2164,1688,476,552,467,0.3270142180094786,0.3050495826667973,0.3497644089426293,0.98109243697479,0.9644605166317526,0.990021409806255,False,False,False,8972,0.9696948769462582,0.991853774444058,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,6.0,0.0027726432532347,True,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,plus_entropy,0.3,negative_squared_l2_adc,2164,1688,476,575,467,0.3406398104265403,0.3184159758490516,0.3635873246404544,0.98109243697479,0.9644605166317526,0.990021409806255,False,False,False,8972,0.9696948769462582,0.991853774444058,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,6.0,0.0027726432532347,True,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,plus_both,0.3,negative_squared_l2_adc,2164,1688,476,561,467,0.332345971563981,0.3102774026628853,0.3551758837257028,0.98109243697479,0.9644605166317526,0.990021409806255,False,False,False,8972,0.9696948769462582,0.991853774444058,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,saliency,C:\ronbun\results\calibration\matrix\jobs\job-cfc8272a6e8c61bad5ac300a\saliency-incremental-3da92a7a286d6285a8cc8c23,6.0,0.0027726432532347,True,passed,True,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,global_safe,0.01,negative_squared_l2_adc,2164,1688,476,60,466,0.0355450236966824,0.0277141592779501,0.0454850510706473,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m64_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-c872604ac3d4baa6b019ca49\fiqa-continuous-0090806adcecd115fb106d51,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,fiqa_2bin,0.01,negative_squared_l2_adc,2164,1688,476,48,466,0.0284360189573459,0.0215144547892972,0.037499029187085,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m64_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-c872604ac3d4baa6b019ca49\fiqa-continuous-0090806adcecd115fb106d51,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,fiqa_5bin,0.01,negative_squared_l2_adc,2164,1688,476,31,466,0.0183649289099526,0.0129678217440561,0.0259492165383543,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m64_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-c872604ac3d4baa6b019ca49\fiqa-continuous-0090806adcecd115fb106d51,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,continuous_fiqa,0.01,negative_squared_l2_adc,2164,1688,476,67,466,0.039691943127962,0.0313755458174545,0.0500986715816019,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m64_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-c872604ac3d4baa6b019ca49\fiqa-continuous-0090806adcecd115fb106d51,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,global_safe,0.05,negative_squared_l2_adc,2164,1688,476,197,466,0.1167061611374407,0.1022525604149368,0.1329003593497858,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m64_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-c872604ac3d4baa6b019ca49\fiqa-continuous-0090806adcecd115fb106d51,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,fiqa_2bin,0.05,negative_squared_l2_adc,2164,1688,476,183,466,0.1084123222748815,0.0944602060847661,0.1241426995790386,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m64_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-c872604ac3d4baa6b019ca49\fiqa-continuous-0090806adcecd115fb106d51,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,fiqa_5bin,0.05,negative_squared_l2_adc,2164,1688,476,175,466,0.1036729857819905,0.0900194214694425,0.119126333279552,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m64_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-c872604ac3d4baa6b019ca49\fiqa-continuous-0090806adcecd115fb106d51,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,continuous_fiqa,0.05,negative_squared_l2_adc,2164,1688,476,208,466,0.1232227488151658,0.1083925030455904,0.1397639992269963,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m64_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-c872604ac3d4baa6b019ca49\fiqa-continuous-0090806adcecd115fb106d51,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,global_safe,0.1,negative_squared_l2_adc,2164,1688,476,350,466,0.207345971563981,0.1886812299978709,0.2273397010125974,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m64_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-c872604ac3d4baa6b019ca49\fiqa-continuous-0090806adcecd115fb106d51,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,fiqa_2bin,0.1,negative_squared_l2_adc,2164,1688,476,323,466,0.1913507109004739,0.1732943780371232,0.2108086686358605,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m64_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-c872604ac3d4baa6b019ca49\fiqa-continuous-0090806adcecd115fb106d51,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,fiqa_5bin,0.1,negative_squared_l2_adc,2164,1688,476,322,466,0.1907582938388625,0.1727254242201333,0.2101954785884991,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m64_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-c872604ac3d4baa6b019ca49\fiqa-continuous-0090806adcecd115fb106d51,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,continuous_fiqa,0.1,negative_squared_l2_adc,2164,1688,476,342,466,0.20260663507109,0.1841172287816754,0.2224465513139827,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,8972,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m64_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-c872604ac3d4baa6b019ca49\fiqa-continuous-0090806adcecd115fb106d51,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,global_safe,0.2,negative_squared_l2_adc,2164,1688,476,609,467,0.360781990521327,0.3382127954705295,0.38398339640692,0.98109243697479,0.9644605166317526,0.990021409806255,False,False,False,8972,0.9696948769462582,0.991853774444058,lfw,arcface,pq_512_m64_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-c872604ac3d4baa6b019ca49\fiqa-continuous-0090806adcecd115fb106d51,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,fiqa_2bin,0.2,negative_squared_l2_adc,2164,1688,476,564,467,0.3341232227488152,0.3120207293208565,0.3569789886607855,0.98109243697479,0.9644605166317526,0.990021409806255,False,False,False,8972,0.9696948769462582,0.991853774444058,lfw,arcface,pq_512_m64_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-c872604ac3d4baa6b019ca49\fiqa-continuous-0090806adcecd115fb106d51,,,,,,,
